age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
57.0, Self-emp-inc,298890.0, Assoc-acdm,12.0, Divorced, Priv-house-serv, Unmarried, White, Male,0.0,0.0,48.0, United-States, <=50K
37.0, Local-gov,278500.0, Masters,14.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,32.0, United-States, <=50K
33.0, Private,350871.0, 5th-6th,5.0, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
57.0, Private,227984.0, HS-grad,9.0, Widowed, Craft-repair, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
49.0, Federal-gov,37525.0, Assoc-voc,11.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, ?,193624.0, 10th,7.0, Married-spouse-absent, Priv-house-serv, Own-child, White, Male,0.0,0.0,21.0, El-Salvador, <=50K
20.0, State-gov,328375.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
24.0, Private,244385.0, Some-college,10.0, Divorced, Protective-serv, Not-in-family, White, Female,0.0,0.0,22.0, United-States, <=50K
35.0, Self-emp-inc,189610.0, Bachelors,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
20.0, Private,325411.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, Black, Female,0.0,0.0,25.0, United-States, <=50K
32.0, Private,329426.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Unmarried, Other, Female,0.0,0.0,40.0, Dominican-Republic, <=50K
57.0, Private,169321.0, Assoc-acdm,4.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,18.0, United-States, <=50K
42.0, Private,329022.0, 12th,8.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,15.0, United-States, <=50K
22.0, Private,183015.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,54.0, United-States, <=50K
45.0, Private,186759.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0.0,0.0,40.0, South, >50K
40.0, Local-gov,236052.0, Some-college,4.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
59.0, Federal-gov,228678.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5869.0,0.0,40.0, United-States, <=50K
30.0, Private,320775.0, Bachelors,13.0, Never-married, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
65.0, Private,199079.0, 7th-8th,5.0, Widowed, Other-service, Unmarried, White, Female,5983.0,0.0,16.0, United-States, <=50K
48.0, Private,137487.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0.0,0.0,51.0, United-States, >50K
31.0, Private,366454.0, Some-college,10.0, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,34.0, Puerto-Rico, <=50K
21.0, Private,92496.0, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,8.0, United-States, <=50K
40.0, Self-emp-not-inc,33256.0, HS-grad,9.0, Widowed, Adm-clerical, Unmarried, White, Female,0.0,0.0,33.0, Ecuador, <=50K
49.0, State-gov,105993.0, Some-college,10.0, Widowed, Adm-clerical, Wife, White, Female,0.0,0.0,33.0, United-States, <=50K
37.0, Local-gov,207097.0, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, Vietnam, <=50K
55.0, Private,27501.0, HS-grad,9.0, Widowed, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,207990.0, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,47.0, United-States, <=50K
19.0, Private,35676.0, HS-grad,9.0, Never-married, Other-service, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
55.0, Private,345263.0, 1st-4th,2.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
44.0, Self-emp-not-inc,169200.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,49.0, United-States, <=50K
88.0, ?,342156.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,37.0, United-States, <=50K
20.0, Private,331391.0, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Local-gov,164614.0, HS-grad,9.0, Never-married, Other-service, Own-child, Black, Female,0.0,0.0,35.0, United-States, <=50K
39.0, ?,226510.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,34.0, Peru, <=50K
36.0, State-gov,204138.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
39.0, Private,111290.0, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,34.0, United-States, <=50K
36.0, Private,197144.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, Black, Female,0.0,0.0,46.0, United-States, <=50K
22.0, Private,194496.0, 1st-4th,9.0, Never-married, Craft-repair, Other-relative, White, Female,0.0,0.0,40.0, El-Salvador, <=50K
17.0, ?,237841.0, Bachelors,13.0, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,22.0, United-States, <=50K
57.0, Private,183557.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,455916.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,32.0, ?, <=50K
39.0, Self-emp-not-inc,567684.0, 1st-4th,2.0, Divorced, Priv-house-serv, Other-relative, Black, Male,0.0,0.0,31.0, El-Salvador, <=50K
47.0, Private,248713.0, Assoc-voc,11.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,47.0, United-States, <=50K
39.0, Private,38963.0, Some-college,10.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,47.0, United-States, <=50K
41.0, Private,251081.0, 10th,14.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
35.0, State-gov,130471.0, Masters,14.0, Never-married, Prof-specialty, Not-in-family, Black, Female,0.0,0.0,31.0, United-States, <=50K
44.0, Local-gov,199824.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,116154.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
56.0, Private,104809.0, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, Italy, <=50K
45.0, Self-emp-not-inc,197067.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,51.0, United-States, >50K
33.0, Local-gov,137872.0, HS-grad,9.0, Never-married, Transport-moving, Own-child, Black, Male,0.0,0.0,35.0, United-States, <=50K
21.0, Private,299243.0, 10th,4.0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,204280.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
26.0, Private,212982.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,29683.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
39.0, Private,106942.0, Assoc-voc,11.0, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
64.0, ?,284052.0, Some-college,10.0, Never-married, ?, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
24.0, Local-gov,275483.0, Bachelors,10.0, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,47.0, United-States, <=50K
69.0, Private,225277.0, 7th-8th,4.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0.0,0.0,13.0, Columbia, >50K
64.0, Self-emp-not-inc,208003.0, Assoc-acdm,12.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,111292.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Local-gov,132561.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,209117.0, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Private,196899.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,34.0, El-Salvador, <=50K
56.0, Local-gov,97653.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,174032.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
44.0, Private,450891.0, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Male,0.0,0.0,40.0, ?, <=50K
19.0, State-gov,399001.0, Bachelors,13.0, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, Philippines, <=50K
54.0, Private,181613.0, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
66.0, Private,296068.0, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,22.0, United-States, <=50K
25.0, Self-emp-not-inc,187230.0, Assoc-acdm,9.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,32.0, United-States, <=50K
19.0, Private,191687.0, 12th,8.0, Never-married, Craft-repair, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Federal-gov,166290.0, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
46.0, Private,307967.0, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,6022.0,0.0,60.0, United-States, >50K
26.0, Private,333310.0, Some-college,10.0, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,34.0, Thailand, <=50K
33.0, State-gov,225894.0, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
35.0, State-gov,32879.0, HS-grad,9.0, Widowed, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Private,208103.0, HS-grad,9.0, Never-married, Craft-repair, Other-relative, Black, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,163489.0, Assoc-acdm,12.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,47.0, United-States, <=50K
53.0, ?,100444.0, Some-college,10.0, Never-married, ?, Own-child, White, Male,0.0,0.0,21.0, United-States, <=50K
31.0, ?,333996.0, 10th,7.0, Never-married, ?, Own-child, Other, Male,0.0,0.0,40.0, United-States, <=50K
42.0, ?,204779.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,34.0, United-States, >50K
62.0, Federal-gov,55956.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
59.0, Private,199925.0, Some-college,10.0, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico, <=50K
52.0, Private,181167.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0.0,0.0,40.0, United-States, <=50K
57.0, Private,182339.0, Some-college,10.0, Divorced, Transport-moving, Own-child, White, Male,0.0,0.0,47.0, ?, <=50K
39.0, Private,316705.0, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,7642.0,0.0,47.0, United-States, >50K
61.0, Federal-gov,220899.0, Some-college,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Private,139414.0, Masters,4.0, Never-married, Exec-managerial, Unmarried, Other, Female,0.0,0.0,33.0, Germany, <=50K
59.0, Self-emp-inc,30493.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,8812.0,0.0,40.0, United-States, >50K
50.0, Private,114642.0, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,12.0, United-States, <=50K
36.0, Private,175510.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, Greece, <=50K
39.0, Self-emp-inc,324794.0, Doctorate,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
41.0, Private,98876.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,52.0, United-States, >50K
34.0, Private,59533.0, 10th,6.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,34.0, United-States, <=50K
29.0, Private,136682.0, 11th,7.0, Never-married, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
63.0, ?,158949.0, HS-grad,9.0, Widowed, ?, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, ?,120449.0, Some-college,10.0, Never-married, ?, Own-child, Black, Female,0.0,0.0,40.0, United-States, <=50K
53.0, Private,201904.0, 10th,7.0, Married-spouse-absent, Transport-moving, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Self-emp-not-inc,221540.0, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,36.0, United-States, <=50K
17.0, ?,157906.0, 10th,6.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
18.0, Federal-gov,197431.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
61.0, Self-emp-not-inc,166577.0, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,32.0, United-States, <=50K
35.0, Private,240239.0, HS-grad,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, ?, <=50K
33.0, Private,428446.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
56.0, Private,72116.0, Some-college,10.0, Widowed, Other-service, Own-child, White, Female,0.0,0.0,12.0, Haiti, <=50K
69.0, Private,146464.0, Some-college,10.0, Widowed, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,364617.0, HS-grad,9.0, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Columbia, <=50K
56.0, Local-gov,174771.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
19.0, Private,73308.0, 7th-8th,9.0, Married-spouse-absent, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, ?,371323.0, Bachelors,13.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,44.0, Taiwan, <=50K
38.0, Private,176325.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,48.0, United-States, >50K
28.0, Local-gov,73193.0, Bachelors,13.0, Never-married, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
67.0, Private,242125.0, Bachelors,13.0, Widowed, Tech-support, Not-in-family, White, Female,0.0,1918.0,40.0, United-States, <=50K
24.0, Private,37772.0, Bachelors,13.0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, United-States, >50K
36.0, Private,67366.0, Bachelors,13.0, Never-married, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, ?, <=50K
25.0, Private,428447.0, Bachelors,13.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Federal-gov,178517.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
51.0, Local-gov,142739.0, Some-college,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,51.0, United-States, <=50K
58.0, Private,68751.0, 9th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Local-gov,414851.0, 10th,4.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,9.0, United-States, <=50K
62.0, Self-emp-inc,309543.0, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Jamaica, >50K
26.0, Private,151892.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
60.0, Self-emp-inc,197290.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
35.0, Private,39787.0, 10th,13.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,48.0, United-States, <=50K
36.0, Local-gov,191896.0, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,32.0, Germany, <=50K
59.0, Never-worked,155911.0, Bachelors,13.0, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,14.0, Mexico, <=50K
24.0, Federal-gov,128380.0, Bachelors,10.0, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,40.0, China, <=50K
59.0, ?,173255.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Local-gov,213416.0, Masters,14.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, China, <=50K
45.0, Private,570856.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
63.0, Private,521711.0, Preschool,2.0, Separated, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, El-Salvador, <=50K
33.0, Local-gov,33749.0, Masters,14.0, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,150246.0, HS-grad,9.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,1891.0,40.0, United-States, <=50K
38.0, Private,179439.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,6148.0,0.0,45.0, United-States, >50K
34.0, Private,198624.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
40.0, Private,159221.0, Masters,14.0, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,40.0, Iran, <=50K
30.0, Private,192749.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,1920.0,40.0, United-States, <=50K
21.0, Self-emp-inc,167860.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,60.0, Canada, <=50K
34.0, Private,180720.0, HS-grad,9.0, Widowed, Transport-moving, Other-relative, White, Male,0.0,0.0,50.0, ?, <=50K
51.0, Private,182960.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
34.0, Private,24965.0, 11th,7.0, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0.0,0.0,50.0, ?, <=50K
39.0, Private,193788.0, 1st-4th,5.0, Separated, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,40.0, Outlying-US(Guam-USVI-etc), <=50K
53.0, Self-emp-not-inc,97590.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5987.0,0.0,40.0, United-States, <=50K
62.0, Local-gov,252026.0, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
43.0, Private,341645.0, Assoc-acdm,12.0, Divorced, Exec-managerial, Not-in-family, White, Male,0.0,0.0,47.0, United-States, <=50K
40.0, Private,93691.0, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,31.0, Jamaica, <=50K
67.0, Federal-gov,156801.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
58.0, Private,193535.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,61.0, United-States, >50K
20.0, ?,160813.0, HS-grad,9.0, Never-married, ?, Not-in-family, Black, Male,0.0,0.0,33.0, ?, <=50K
49.0, Private,241713.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0.0,0.0,40.0, China, >50K
27.0, Private,168986.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,24.0, United-States, <=50K
32.0, Private,123716.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,52.0, United-States, >50K
29.0, ?,190345.0, HS-grad,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,35.0, United-States, <=50K
43.0, Self-emp-inc,421312.0, Bachelors,15.0, Married-civ-spouse, Prof-specialty, Wife, White, Male,0.0,0.0,37.0, United-States, >50K
39.0, Self-emp-not-inc,266642.0, HS-grad,9.0, Never-married, Transport-moving, Husband, White, Female,0.0,0.0,40.0, United-States, <=50K
54.0, Private,157788.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
26.0, Private,357724.0, Bachelors,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Private,240827.0, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0.0,0.0,50.0, United-States, >50K
59.0, Self-emp-not-inc,240958.0, 7th-8th,13.0, Separated, Sales, Unmarried, White, Female,0.0,0.0,22.0, Thailand, >50K
24.0, Private,209268.0, Bachelors,13.0, Never-married, Exec-managerial, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
65.0, ?,105540.0, Some-college,10.0, Divorced, ?, Not-in-family, White, Male,0.0,0.0,18.0, United-States, <=50K
19.0, Local-gov,273800.0, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,34.0, United-States, <=50K
54.0, Private,32611.0, Some-college,10.0, Separated, Adm-clerical, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
35.0, Private,142741.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,49.0, United-States, <=50K
54.0, Private,159156.0, HS-grad,7.0, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Self-emp-inc,105132.0, HS-grad,13.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,60.0, Italy, >50K
40.0, Private,193418.0, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
38.0, Private,378105.0, Assoc-voc,11.0, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,217709.0, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,5551.0,0.0,40.0, United-States, <=50K
59.0, State-gov,183452.0, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,5699.0,0.0,40.0, Laos, <=50K
23.0, State-gov,104997.0, 9th,4.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,34.0, Canada, <=50K
46.0, Local-gov,396761.0, 10th,4.0, Separated, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Private,369053.0, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Private,222358.0, HS-grad,9.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,49.0, United-States, <=50K
57.0, Self-emp-not-inc,182762.0, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
50.0, ?,344634.0, 5th-6th,4.0, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,25.0, Cambodia, <=50K
67.0, Private,295923.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
69.0, Private,177575.0, Some-college,10.0, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
57.0, Private,203628.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Wife, White, Male,0.0,0.0,50.0, United-States, >50K
50.0, Private,173360.0, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
29.0, Private,173096.0, HS-grad,9.0, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines, <=50K
62.0, Private,179034.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,103477.0, Masters,14.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines, >50K
36.0, Private,358549.0, Some-college,10.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0.0,0.0,51.0, Philippines, <=50K
46.0, Self-emp-inc,196543.0, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
30.0, Local-gov,452969.0, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, Cuba, <=50K
88.0, ?,165757.0, 5th-6th,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,24.0, ?, <=50K
33.0, Private,128795.0, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, ?, <=50K
25.0, Private,201393.0, HS-grad,9.0, Never-married, Adm-clerical, Own-child, Other, Female,0.0,0.0,40.0, Poland, <=50K
25.0, Private,220013.0, 5th-6th,4.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,49.0, Mexico, <=50K
31.0, Private,646021.0, HS-grad,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,32.0, ?, <=50K
25.0, Private,234745.0, Some-college,10.0, Married-civ-spouse, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, <=50K
71.0, Private,122417.0, Masters,10.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
40.0, Private,205653.0, Assoc-voc,12.0, Married-civ-spouse, Tech-support, Wife, Black, Male,0.0,0.0,40.0, United-States, >50K
43.0, Private,35001.0, Masters,14.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
64.0, Private,344041.0, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,54.0, United-States, <=50K
39.0, ?,192218.0, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,33.0, United-States, <=50K
